PersonID,Age,Sex,RuralStatus
39593125,Between 26 and 29 years old,Male,Small metro
39593134,Between 18 and 20 years old,Male,Large Metro
39593207,Between 35 and 49 years old,Male,Large Metro
39593512,Between 35 and 49 years old,Male,Large Metro
39594794,Between 26 and 29 years old,Male,Small metro
39595844,Between 26 and 29 years old,Female,Small metro
39595893,14 or 15 years old,Male,Small metro
39598259,16 or 17 years old,Female,Small metro
39599294,12 or 13 years old,Female,Large Metro
39599448,24 or 25 years old,Female,Large Metro
39600522,14 or 15 years old,Male,Small metro
39600807,Between 50 and 64 years old,Female,Large Metro
39601041,Between 50 and 64 years old,Female,Small metro
39602221,65 years old or older,Male,Small metro
39602979,Between 21 and 23 years old,Male,Large Metro
39603505,Between 21 and 23 years old,Female,Small metro
39603956,Between 26 and 29 years old,Female,Large Metro
39604088,Between 21 and 23 years old,Male,Large Metro
39604505,Between 30 and 34 years old,Male,Small metro
39604595,12 or 13 years old,Male,Small metro
39606367,Between 26 and 29 years old,Male,Small metro
39606746,14 or 15 years old,Male,Large Metro
39607995,65 years old or older,Male,Small metro
39608233,Between 30 and 34 years old,Female,Small metro
39608365,Between 26 and 29 years old,Female,Large Metro
39608752,Between 18 and 20 years old,Female,Large Metro
39611524,Between 35 and 49 years old,Male,Large Metro
39612635,24 or 25 years old,Female,Small metro
39612924,Between 35 and 49 years old,Female,Small metro
39613353,12 or 13 years old,Male,Large Metro
39614289,Between 21 and 23 years old,Female,Small metro
39614715,Between 35 and 49 years old,Female,Large Metro
39617253,Between 18 and 20 years old,Male,Large Metro
39617597,12 or 13 years old,Female,Large Metro
39617663,65 years old or older,Male,Small metro
39618660,Between 30 and 34 years old,Male,Large Metro
39619445,Between 35 and 49 years old,Female,Large Metro
39619481,Between 30 and 34 years old,Female,Small metro
39621146,Between 30 and 34 years old,Female,Large Metro
39621562,Between 21 and 23 years old,Female,Small metro
39621586,Between 35 and 49 years old,Female,Small metro
39621875,Between 50 and 64 years old,Male,Large Metro
39621952,Between 35 and 49 years old,Female,Large Metro
39622083,Between 26 and 29 years old,Female,Small metro
39622189,24 or 25 years old,Female,Large Metro
39622610,Between 30 and 34 years old,Male,Large Metro
39622765,65 years old or older,Male,Nonmetro
39623380,Between 35 and 49 years old,Female,Small metro
39623397,14 or 15 years old,Male,Large Metro
39623513,Between 35 and 49 years old,Female,Large Metro
39625399,Between 35 and 49 years old,Female,Small metro
39625438,Between 50 and 64 years old,Male,Large Metro
39625512,16 or 17 years old,Female,Small metro
39625548,12 or 13 years old,Female,Large Metro
39625924,Between 26 and 29 years old,Male,Large Metro
39626816,12 or 13 years old,Female,Small metro
39627332,Between 26 and 29 years old,Female,Small metro
39627344,Between 30 and 34 years old,Female,Large Metro
39627410,24 or 25 years old,Male,Nonmetro
39627918,Between 30 and 34 years old,Male,Nonmetro
39628201,14 or 15 years old,Male,Large Metro
39631900,Between 35 and 49 years old,Male,Small metro
39632276,Between 21 and 23 years old,Male,Large Metro
39636061,Between 18 and 20 years old,Female,Large Metro
39638409,Between 18 and 20 years old,Female,Small metro
39639229,Between 21 and 23 years old,Female,Large Metro
39640024,Between 21 and 23 years old,Male,Small metro
39640148,Between 26 and 29 years old,Male,Small metro
39642002,14 or 15 years old,Male,Large Metro
39642279,Between 26 and 29 years old,Female,Small metro
39646628,Between 50 and 64 years old,Male,Small metro
39648727,Between 21 and 23 years old,Female,Small metro
39649889,Between 18 and 20 years old,Female,Nonmetro
39651094,Between 35 and 49 years old,Female,Large Metro
39651104,65 years old or older,Male,Small metro
39652257,Between 35 and 49 years old,Female,Small metro
39653096,Between 35 and 49 years old,Male,Small metro
39653279,14 or 15 years old,Male,Large Metro
39653287,65 years old or older,Male,Small metro
39653760,24 or 25 years old,Male,Large Metro
39654906,65 years old or older,Female,Large Metro
39654981,Between 30 and 34 years old,Female,Small metro
39655179,12 or 13 years old,Female,Large Metro
39655206,14 or 15 years old,Female,Nonmetro
39655367,Between 18 and 20 years old,Male,Large Metro
39655521,Between 26 and 29 years old,Female,Nonmetro
39655877,Between 21 and 23 years old,Female,Small metro
39656001,24 or 25 years old,Female,Small metro
39657134,Between 50 and 64 years old,Male,Large Metro
39657698,14 or 15 years old,Male,Large Metro
39658740,16 or 17 years old,Male,Small metro
39658766,24 or 25 years old,Female,Large Metro
39659181,Between 21 and 23 years old,Female,Large Metro
39659932,Between 21 and 23 years old,Male,Large Metro
39660985,14 or 15 years old,Female,Small metro
39661794,12 or 13 years old,Male,Small metro
39662510,Between 35 and 49 years old,Male,Small metro
39663875,65 years old or older,Female,Large Metro
39663994,Between 18 and 20 years old,Female,Nonmetro
39664140,Between 18 and 20 years old,Male,Large Metro
39665811,Between 18 and 20 years old,Female,Small metro
39666644,Between 30 and 34 years old,Male,Large Metro
39667320,12 or 13 years old,Female,Small metro
39670298,12 or 13 years old,Male,Large Metro
39671098,Between 35 and 49 years old,Male,Large Metro
39671175,Between 26 and 29 years old,Female,Large Metro
39671435,14 or 15 years old,Female,Large Metro
39671698,Between 35 and 49 years old,Female,Small metro
39671792,24 or 25 years old,Female,Small metro
39672259,Between 18 and 20 years old,Female,Large Metro
39673137,12 or 13 years old,Male,Nonmetro
39673171,16 or 17 years old,Female,Large Metro
39673605,16 or 17 years old,Female,Large Metro
39673718,16 or 17 years old,Male,Small metro
39673759,Between 18 and 20 years old,Female,Large Metro
39675027,65 years old or older,Female,Nonmetro
39676604,14 or 15 years old,Male,Large Metro
39677346,Between 35 and 49 years old,Female,Nonmetro
39678420,24 or 25 years old,Female,Nonmetro
39678535,24 or 25 years old,Male,Large Metro
39679864,12 or 13 years old,Male,Large Metro
39680635,Between 26 and 29 years old,Male,Small metro
39680845,65 years old or older,Male,Large Metro
39681087,65 years old or older,Female,Large Metro
39682012,Between 35 and 49 years old,Female,Large Metro
39682286,65 years old or older,Female,Small metro
39682347,14 or 15 years old,Female,Large Metro
39682454,Between 18 and 20 years old,Male,Large Metro
39684330,Between 50 and 64 years old,Female,Large Metro
39684715,12 or 13 years old,Female,Large Metro
39685539,Between 30 and 34 years old,Female,Large Metro
39686263,14 or 15 years old,Male,Large Metro
39686469,Between 50 and 64 years old,Male,Small metro
39687186,Between 18 and 20 years old,Female,Large Metro
39687249,12 or 13 years old,Female,Large Metro
39687341,Between 35 and 49 years old,Male,Large Metro
39688769,Between 26 and 29 years old,Female,Large Metro
39689042,Between 21 and 23 years old,Male,Small metro
39689889,Between 50 and 64 years old,Female,Small metro
39691222,Between 21 and 23 years old,Male,Small metro
39691355,24 or 25 years old,Female,Large Metro
39691356,Between 35 and 49 years old,Female,Small metro
39692484,Between 21 and 23 years old,Female,Large Metro
39693853,Between 35 and 49 years old,Male,Large Metro
39694486,Between 21 and 23 years old,Male,Small metro
39696625,Between 35 and 49 years old,Male,Nonmetro
39697117,Between 30 and 34 years old,Female,Small metro
39698155,14 or 15 years old,Male,Large Metro
39698558,65 years old or older,Male,Large Metro
39698718,Between 35 and 49 years old,Female,Large Metro
39699325,65 years old or older,Female,Small metro
39699763,Between 35 and 49 years old,Male,Large Metro
39700087,16 or 17 years old,Male,Large Metro
39702307,Between 50 and 64 years old,Female,Large Metro
39702462,Between 30 and 34 years old,Female,Large Metro
39702570,Between 35 and 49 years old,Male,Small metro
39702584,14 or 15 years old,Male,Nonmetro
39703015,14 or 15 years old,Female,Small metro
39703475,Between 35 and 49 years old,Female,Large Metro
39703733,Between 18 and 20 years old,Female,Small metro
39704518,Between 21 and 23 years old,Female,Small metro
39704540,Between 30 and 34 years old,Male,Small metro
39705327,Between 35 and 49 years old,Male,Small metro
39705385,Between 50 and 64 years old,Female,Small metro
39705550,Between 50 and 64 years old,Female,Small metro
39706415,Between 21 and 23 years old,Female,Large Metro
39706846,16 or 17 years old,Female,Small metro
39707295,Between 50 and 64 years old,Male,Nonmetro
39707422,Between 18 and 20 years old,Male,Small metro
39707676,65 years old or older,Female,Large Metro
39708061,Between 50 and 64 years old,Female,Large Metro
39708345,Between 35 and 49 years old,Female,Nonmetro
39709149,Between 50 and 64 years old,Female,Large Metro
39709154,14 or 15 years old,Male,Large Metro
39709801,Between 50 and 64 years old,Female,Large Metro
39710337,Between 18 and 20 years old,Female,Large Metro
39710820,Between 30 and 34 years old,Female,Large Metro
39712143,24 or 25 years old,Female,Small metro
39712405,14 or 15 years old,Female,Small metro
39712434,Between 35 and 49 years old,Male,Small metro
39713153,Between 26 and 29 years old,Female,Small metro
39713959,Between 21 and 23 years old,Male,Large Metro
39714023,12 or 13 years old,Female,Large Metro
39714058,24 or 25 years old,Male,Large Metro
39714104,Between 50 and 64 years old,Male,Large Metro
39714142,16 or 17 years old,Female,Small metro
39714566,Between 26 and 29 years old,Male,Small metro
39715156,Between 50 and 64 years old,Female,Small metro
39715535,65 years old or older,Female,Large Metro
39715554,Between 35 and 49 years old,Female,Nonmetro
39716121,Between 35 and 49 years old,Male,Large Metro
39716208,Between 50 and 64 years old,Female,Large Metro
39717781,12 or 13 years old,Female,Large Metro
39718134,Between 18 and 20 years old,Female,Small metro
39719956,12 or 13 years old,Male,Small metro
39720429,Between 50 and 64 years old,Male,Small metro
39720435,Between 21 and 23 years old,Female,Small metro
39720634,65 years old or older,Female,Small metro
39723238,Between 30 and 34 years old,Female,Large Metro
39726319,Between 18 and 20 years old,Female,Large Metro
39728178,65 years old or older,Male,Large Metro
39729300,Between 35 and 49 years old,Female,Small metro
39729666,Between 50 and 64 years old,Female,Small metro
39729875,Between 21 and 23 years old,Female,Nonmetro
39731124,Between 35 and 49 years old,Male,Small metro
39731245,Between 35 and 49 years old,Male,Large Metro
39732564,24 or 25 years old,Female,Small metro
39732969,65 years old or older,Male,Small metro
39733053,Between 35 and 49 years old,Male,Small metro
39733089,65 years old or older,Male,Large Metro
39733396,Between 30 and 34 years old,Male,Large Metro
39733896,14 or 15 years old,Female,Large Metro
39734592,Between 21 and 23 years old,Female,Small metro
39734764,Between 21 and 23 years old,Female,Small metro
39735054,Between 35 and 49 years old,Female,Large Metro
39736330,12 or 13 years old,Male,Large Metro
39737040,Between 21 and 23 years old,Female,Nonmetro
39737535,Between 18 and 20 years old,Male,Large Metro
39737621,Between 21 and 23 years old,Male,Small metro
39737861,Between 30 and 34 years old,Female,Nonmetro
39740550,Between 18 and 20 years old,Male,Large Metro
39741490,Between 35 and 49 years old,Female,Nonmetro
39742708,Between 35 and 49 years old,Male,Small metro
39744650,65 years old or older,Female,Nonmetro
39746024,65 years old or older,Female,Nonmetro
39746850,14 or 15 years old,Male,Nonmetro
39747215,Between 21 and 23 years old,Male,Large Metro
39747631,Between 21 and 23 years old,Male,Nonmetro
39748010,Between 35 and 49 years old,Male,Large Metro
39748457,Between 30 and 34 years old,Male,Large Metro
39749214,Between 35 and 49 years old,Male,Large Metro
39750167,Between 35 and 49 years old,Male,Large Metro
39751080,Between 35 and 49 years old,Female,Small metro
39753762,24 or 25 years old,Male,Small metro
39756330,Between 30 and 34 years old,Female,Large Metro
39756634,Between 21 and 23 years old,Female,Large Metro
39757685,65 years old or older,Male,Large Metro
39758567,24 or 25 years old,Female,Large Metro
39758664,65 years old or older,Male,Large Metro
39759597,Between 35 and 49 years old,Male,Large Metro
39760314,Between 35 and 49 years old,Female,Nonmetro
39761547,Between 50 and 64 years old,Male,Large Metro
39761668,Between 35 and 49 years old,Male,Small metro
39762363,14 or 15 years old,Male,Small metro
39762800,Between 35 and 49 years old,Female,Large Metro
39763177,Between 18 and 20 years old,Female,Large Metro
39763223,14 or 15 years old,Female,Large Metro
39763415,Between 21 and 23 years old,Female,Small metro
39763832,12 or 13 years old,Male,Small metro
39764954,Between 35 and 49 years old,Male,Large Metro
39765540,Between 30 and 34 years old,Female,Small metro
39766274,Between 18 and 20 years old,Female,Nonmetro
39768312,Between 21 and 23 years old,Female,Small metro
39768807,14 or 15 years old,Female,Small metro
39769267,Between 21 and 23 years old,Male,Small metro
39769563,Between 30 and 34 years old,Male,Small metro
39769685,Between 21 and 23 years old,Female,Small metro
39769920,Between 35 and 49 years old,Female,Large Metro
